Text,Tag,Confidence
I love HubSpot and use it nearly daily.,,
I wish the social part of the tool was a little more robust.,,
"Also, I wish they offered insights on what documents people open in emails.",features:wishes:Actionable,
"The software is very user friendly and forgiving with errors — whereas Pardot, our former marketing automation software, required a lot of redoing of work if the wrong template was used.",,
"Also, EDM campaigns do not show data for EDMs that haven't been viewed/clicked.",,
So you will need to have a separate software to be able to view accounts receivable report.,,
"Also, many a times the tool gets disconnected with gmail.",,
"The reporting functionality does not even mirror the richness that the ""List"" generating capabilities are, specifically allowing nested logic (Aka and/or statements).  ",,
"Their HubSpot Academy video training is very good, but customer help resources are disorganized and hard to find.",,
"Because there are so many pieces of data that can be connected to a contact, I'd love to have more insights into them and how to adjust for my companies needs.",,
"the search: searching for website pages can be difficult to find and make edit to unless you know the exact name of the post word for word. 
",,
Some functionality could be improved.,,
The email builder leaves A LOT to be desired.,,
There have been no downsides to using Hubspot.,,
That there is no easy way to demote contacts from a lifecycle stage,,
so I don't have to leave the site and grab them from my notes.,,
The social monitoring tools are not the most ideal.,,
They are very helpful and have great support though.,,
Poor organization abilities within Files and Templates - Files.,,
"Second, results may vary with landing page creation and integration with your site.",integrations,
The structure of the software programs is possibly the one thing that's a little bit problematic.,,
I miss the feature where I could see where an email was opened.,,
"The platform can be a bit glitchy at times; for example, I've had trouble from time to time updating contact lists or changing email modules.",,
"There are some limitations for what we can publish, largely due to the native tools themselves.",,
"before that scheduled call.
",,
I would like to see a better way to prepopulate contacts before they in the Hubspot system.,,
I dislike some of the interface because it can be a pain to figure out how to use some of the features or find some of my entries.,,
so it's been a transition.,,
This means you are limited still by some quirks in the system.,,
I wish they would just download straight from the engine.,,
"The platform, while it's easy to customize within the bounds of the platform, has difficulty with customization.",,
How it's hard to export contact lists and it's not straight forward.,,
"They fixed the confusing pricing (that regularly changes), so that's better.",price,
"Our team doesn't have the need for all of the features on the platform (such as Sales and Conversations), so it sometimes feels like we are wasting money.",,
You can set communications at various stages of sales cycle and nurture your leads into paying customer.,,
